timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508903.917257,0.004057,0.383964,-0.045688,0.066066,-0.070297,0.001058,0.003761,-0.374599,-0.927179,0.007759,-0.005787,0.017527
1522508903.937307,0.003039,0.383559,-0.046133,-0.031941,-0.076046,-0.018062,0.002819,-0.374223,-0.927334,0.005452,-0.020384,0.016186
1522508903.957357,0.002341,0.382864,-0.046512,-0.009193,-0.040706,-0.006273,0.002172,-0.373578,-0.927596,-0.005956,-0.002002,0.032393
1522508903.977407,0.002066,0.382905,-0.046586,0.000531,-0.021433,0.001208,0.001916,-0.373617,-0.927581,-0.001153,-0.017100,0.029495
1522508903.997457,0.001972,0.382837,-0.046502,-0.007183,0.006302,0.004189,0.001829,-0.373553,-0.927607,0.004305,-0.006391,0.019358
1522508904.017507,0.002496,0.383655,-0.046258,0.036292,0.031051,0.018382,0.002315,-0.374312,-0.927300,0.001927,-0.003709,0.012703
1522508904.037526,0.003077,0.384387,-0.045710,0.017636,0.050236,0.030937,0.002853,-0.374991,-0.927024,0.002579,-0.012354,0.001243
1522508904.057576,0.003898,0.384987,-0.045186,0.004609,0.058691,0.017921,0.003613,-0.375547,-0.926796,0.006671,-0.012713,0.003502
1522508904.077626,0.005326,0.385983,-0.044978,0.060244,0.082337,0.004419,0.004934,-0.376470,-0.926416,0.008615,0.000463,0.005593
1522508904.097676,0.006880,0.387695,-0.044933,0.084267,0.072808,0.002559,0.006369,-0.378056,-0.925761,0.008813,-0.007732,-0.000890
1522508904.117727,0.008204,0.388803,-0.044760,0.031887,0.069443,0.010635,0.007592,-0.379081,-0.925332,0.003303,-0.015557,-0.002829
1522508904.137777,0.009449,0.389295,-0.044520,0.013348,0.068310,0.011530,0.008742,-0.379537,-0.925135,0.000124,-0.007289,-0.003041
1522508904.157796,0.010720,0.389939,-0.044242,0.043856,0.063102,0.017211,0.009915,-0.380132,-0.924879,-0.002927,0.002538,-0.017443
1522508904.177846,0.011726,0.390915,-0.043878,0.041695,0.040693,0.022667,0.010842,-0.381034,-0.924497,-0.004173,-0.009286,-0.021731
1522508904.197896,0.012107,0.391758,-0.043376,0.031909,0.022519,0.024819,0.011189,-0.381813,-0.924172,-0.009038,-0.008033,-0.010414
1522508904.217946,0.011987,0.392560,-0.042528,0.037275,0.004455,0.046378,0.011075,-0.382555,-0.923866,-0.007917,-0.014601,-0.007789
1522508904.237996,0.011300,0.392698,-0.041400,0.001299,-0.020201,0.054730,0.010440,-0.382683,-0.923821,-0.015598,-0.015999,-0.002083
1522508904.258046,0.010442,0.392524,-0.040210,0.005675,-0.018061,0.051548,0.009647,-0.382522,-0.923896,-0.025303,0.004317,0.004218
1522508904.278066,0.009668,0.393122,-0.039064,0.038378,-0.007274,0.048602,0.008931,-0.383074,-0.923675,-0.027150,0.014147,0.006408
1522508904.298116,0.009015,0.393889,-0.038048,0.023175,-0.011626,0.039912,0.008324,-0.383782,-0.923386,-0.020607,0.009515,0.003739
