timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G)
1522508978.937775,0.088440,-0.052540,0.225966,0.743906,0.161099,-0.342168,0.088203,0.052516,-0.994717,0.022912,-0.053447,-0.006992
1522508978.957642,0.092495,-0.038525,0.219145,0.851665,0.227652,-0.229416,0.092294,0.038515,-0.994987,-0.000528,0.001127,-0.002145
1522508978.977509,0.096911,-0.022473,0.213264,1.196315,0.136609,-0.175932,0.096735,0.022471,-0.995056,0.056387,0.106526,-0.031006
1522508978.997376,0.100904,0.003673,0.205126,1.473689,0.147074,-0.392930,0.100732,-0.003673,-0.994907,0.015388,0.116756,-0.025342
1522508979.017243,0.103878,0.028721,0.191635,1.189294,0.114090,-0.587150,0.103649,-0.028717,-0.994199,0.002110,0.011551,-0.039828
1522508979.037109,0.105562,0.041047,0.178953,0.468714,0.037168,-0.545057,0.105277,-0.041036,-0.993596,0.030831,-0.042262,-0.070232
1522508979.056976,0.107186,0.039126,0.165156,-0.324302,0.060559,-0.799301,0.106899,-0.039116,-0.993500,0.000233,-0.053856,-0.079544
1522508979.076843,0.107953,0.023884,0.149943,-0.762995,-0.023787,-0.863360,0.107713,-0.023882,-0.993895,-0.060395,-0.087126,-0.133287
1522508979.096710,0.107570,0.013424,0.132498,-0.296926,0.017622,-0.935941,0.107353,-0.013424,-0.994130,-0.059974,0.167690,-0.146861
1522508979.116577,0.109435,0.013304,0.115274,0.387822,0.133076,-0.859743,0.109207,-0.013303,-0.993930,-0.031387,0.102674,-0.122632
1522508979.136444,0.114893,0.030882,0.093667,1.298574,0.311851,-1.086689,0.114586,-0.030878,-0.992933,-0.099495,0.197381,-0.067949
1522508979.156311,0.118120,0.063644,0.071374,1.962954,0.333311,-0.850985,0.117607,-0.063601,-0.991022,-0.069618,0.192003,0.048868
1522508979.176178,0.122664,0.099425,0.054443,1.943295,0.087938,-0.438740,0.121752,-0.099261,-0.987585,-0.065722,0.160983,-0.014994
1522508979.196045,0.124291,0.139501,0.044840,2.101639,-0.004291,-0.209868,0.122767,-0.139049,-0.982646,-0.059321,0.139324,-0.010503
1522508979.215881,0.125171,0.174586,0.035741,1.557217,-0.017675,-0.211803,0.122947,-0.173700,-0.977094,-0.126914,0.035639,-0.040942
